NU Form Prefix Period Genre Rootfinal SemClass SJA
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 massmedia velarfricative StatIntrans NoSja
NoNu finite Prefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu mascsg Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1800-1849 privat velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 2000- massmedia velarfricative StatIntrans NoSja
nu part Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 nonfiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 nonfiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
nu part Unprefixed 1950-1999 mix velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu mascsg Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1850-1899 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
nu part Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative StatIntrans NoSja
nu part Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 nonfiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 nonfiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu mascsg Unprefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu part Prefixed 2000- massmedia velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1800-1849 fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 1900-1949 fiction velarfricative StatIntrans NoSja
NoNu finite Prefixed 1900-1949 nonfiction velarfricative StatIntrans NoSja
NoNu finite Unprefixed 2000- fiction velarfricative StatIntrans NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
